Name,Release Date,Fingerprint Scanner,Page
"Lenovo Ideapad 3i 15.6"" FHD Touchscreen Laptop (Intel i3-1115G4, 16GB RAM, 1TB PCIe SSD, Intel UHD, WiFi 6, Bluetooth 5.2, HD Webcam, SD Reader, Win 11 Pro)",Unknown,False,1
"Lenovo V15 G4 Laptop, 15.6"" FHD Display, Intel Core i5-13420H Upto 4.6GHz, 8GB RAM, 256GB SSD, Windows 11 Pro",Unknown,False,1
"Lenovo ThinkPad E16 Gen 1 Home & Business Laptop (Intel i5-1335U 10-Core, 16.0"" 60 Hz Wide UXGA (1920x1200), Intel Iris Xe, 16GB RAM, 1TB M.2 2242 PCIe SSD, Win 10 Pro) with Premium Backpack",Unknown,False,1
"HP 17.3"" IPS Full HD Business Laptop Intel core 12th Gen i3-1215U 36GB RAM 2TB SSD HDMI 1.4 USB-C 3.0 USB-A 3.0 Bluetooth, Wi-Fi 5 Windows 11 Home  Silver | Bundled with HB Accessory Kit",Unknown,False,1
"Lenovo 500e Chromebook Gen 3 82JB003XUS 11.6"" Touchscreen Convertible 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4500 Dual-core (2 Core) 1.10 GHz - 4 GB Total RAM - 4 GB On-board Memory",Unknown,False,1
"Auusda Touch Screen Laptop 14.1"" 2-in-1 Computer, 12GB DDR5 RAM, 512GB NVMe SSD, Intel N95 Processor Up to 3.40 GHz, Fingerprint Unlock, Backlit Keyboard, Windows 11 Pro, Grey",Unknown,True,1
"CHUWI FreeBook 2-in-1 Touchscreen Laptop 13.5'' 12GB RAM 512GB SSD 12th Gen Intel N100(up to 3.4GHz) 1TB SSD Expand Windows 11 Laptops FHD 2256*1504, Backlit Keyboard WiFi 6 BT5.2 Webcam",Unknown,False,1
"NUC Intel NUC X15 Gaming Laptop, 15.6"" FHD 144Hz Display, Intel Core i7-12700H, Intel Arc A550M Graphics, 16GB DDR5 RAM, 1TB SSD, IR Webcam, RGB Backlit Keyboard, HDMI, RJ-45, Wi-Fi 6, Windows 11 Pro",Unknown,False,1
"Acer TravelMate P2 TMP214 Business Laptop, 14"" FHD 1920 * 1080 Non-touch 60Hz, AMD Ryzen 7 5850U, AMD Radeon Graphics, 32GB DDR4 SODIMM RAM, 1TB PCIe M.2 SSD, Wi-Fi 6, Windows 11 Pro, Black",Unknown,False,1
"Dell Vostro 3520 Business Laptop, 15.6"" FHD 120Hz Display, Intel Core i3-1215U, 16GB RAM, 512GB PCIe SSD, SD Card Reader, Webcam, Wi-Fi, HDMI, RJ-45, Windows 11 Pro, Black",Unknown,False,1
"HP Essential 17-cn2083dx Daily Traditional Laptop, 17.3"" FHD 1920*1080 Non-touch 60Hz, Intel Core i3-1215U, Intel UHD Graphics, 16GB DDR4 SODIMM, 512GB PCIe M.2 SSD, Wi-Fi 5, Windows 11 Home, Silver",Unknown,False,1
"HP Pavilion Laptop, 15.6"" FHD Touchscreen, 13th Gen Intel Core i7-1355U Processor, 16GB RAM, 1TB PCIe SSD, Webcam, Fingerprint Reader, Backlit KB, Wi-Fi 6, Windows 11 Home, Blue",Unknown,True,1
"Samsung Galaxy Book3 NP754XFG-KB2US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 16 GB On-board Memory - 512 GB SSD -",Unknown,False,1
"HP 15.6"" Full HD Touchscreen Intel 12th Core i7-1255U 64GB RAM 2TB SSD Intel Iris Xe Graphics HDMI 1.4 USB-C 3.0 Bluetooth Wi-Fi Webcam 720p Windows 11 Pro Silver | Wireless X3000 G3 Mouse",Unknown,False,1
"Gaming Laptop 16.1"" FHD Laptop AMD Ryzen 7 5700U 16GB DDR4 RAM 512GB SSD 5G/2.4G WIFI Bluetooth 5.2 Windows 11",Unknown,False,1
"IPASON Storm Dragon P3 16"" Eyesafe Laptop Intel i5-1155G7 (4Cores up to 4.5GHz) Iris Xe Graphics 16GB DDR4 RAM 1TB SSD Ultra Thin and Light Business & Office Notebook with Wi-Fi & Bluetooth",Unknown,False,1
"ACEMAGIC Laptop Computer 15.6 FHD 12th Alder Lake N95(Up to 3.4GHz) 16GB DDR4 512GB SSD, Intel Quad-Core Laptop with Metal Body Support 2.4G/5G WiFi, BT5.0, 2×Speaker, Mic, USB3.2, Type_C",Unknown,False,1
"Hasee Z8 (15.6'', i7-12650H, RTX4060), Gaming Laptop, i7-12650H 4.7GHz, 16G DDR5 RAM, 512G NVMe PCIe4.0 SSD, RTX4060 8G GDDR6, 15.6'' QHD 165Hz 100%sRGB Display, RGB KB, WF6, BT5.2, Win11, Ore Black",Unknown,False,1
Lenovo LOQ 16IRH8 82XW001WUS 16'' 144 Hz IPS Intel Core i7-13620H GeForce RTX 4050 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,Unknown,False,1
Acer Nitro V ANV15-51-59MT 15.6'' 144 Hz IPS Intel Core i5-13420H GeForce RTX 4050 Laptop GPU 8GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,Unknown,False,1
"ACEMAGIC Laptop Computer 16 inch FHD Display, 16GB RAM 512GB ROM with Quad-Core Intel N95(4C/4T, Up to 3.4GHz) Windows 11 Laptop Support WiFi, BT5.0, 1MP Webcam, 3*USB3.2, Type_C",Unknown,False,1
"MSI Thin A15 B8VF-270US 15.6"" 144 Hz IPS AMD Ryzen 9 8945HS GeForce RTX 4060 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Unknown,False,1
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 1 Yr Office 365, Wi-Fi 6, Windows 11 Home, Grey",Unknown,False,1
"Momentplus,14 inch Laptop IPS HD Display Notebook, i7 12700H 14Cores/20Threads , 16GB RAM, 512GB M.2 NVMe SSD, WiFi6, HDMI, Windows 11 Pro , Grey",Unknown,False,1
"ASUS TUF Gaming F17 (2022) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX707ZC-ES53",Unknown,False,1
"ACEMAGIC 17.3inch Traditional Laptop Computer,with High Performance Quad Core-12th Alder Lake N97 Laptop,Spacious Storage with 16GB RAM 512GB ROM,Long Lasting 6000mAh Battery-Silver",Unknown,False,1
"Lenovo IdeaPad Slim 3 Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U Upto 4.5GHz, 16GB RAM, 512GB SSD, Windows 11 Pro",Unknown,False,1
"MSI GF Series GF63 Thin 11UC-263 15.6"" 144 Hz IPS Intel Core i5-11400H GeForce RTX 3050 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home Gaming Laptop",Unknown,False,1
Acer Nitro 5 AN517-55-58G4 17.3'' 144 Hz IPS Intel Core i5-12450H GeForce RTX 3050 Laptop GPU 8GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,Unknown,False,1
"Lenovo ThinkBook 16 G6 Laptop, 16"" FHD+ Display, Intel Core i7-1355U Upto 5GHz, 32GB RAM, 1TB SSD, Backlit keys, Fingerprint Reader, Windows 11 Pro",Unknown,True,1
"GIGABYTE G6 Series G6 MF-H2US854KH 16"" 165 Hz IPS Intel Core i7-13620H GeForce RTX 4050 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Unknown,False,1
"Lenovo IdeaPad Slim 3 Laptop, 15.6"" FHD Display, Intel Core i7-13620H Upto 4.9GHz, 16GB RAM, 1TB SSD, Windows 11 Pro",Unknown,False,1
"HP 15 Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro",Unknown,False,1
"HP Laptop for Students and Business, 17.3"" FHD IPS Display, 12th Gen Intel Core i3-1215U (Up to 4.40 GHz), 32GB RAM, 2TB PCIe SSD, Webcam, Keypad, USB-C, Bluetooth, HDMI, Mytrix HDMI Cable, Win 11 Pro",Unknown,False,1
"Microsoft - Surface Laptop Go 3 12.4"" Touch-Screen - Intel Core i5 with 8GB Memory - 256GB SSD (Latest Model) - Sandstone",Unknown,False,1
"MSI GF Series Katana GF76 11UD-001 17.3"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Ti Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop",Unknown,False,1
"ASUS TUF Gaming F15 (2022) Gaming Laptop, 15.6"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX507ZC-ES53",Unknown,False,1
"MSI GF Series GF63 Thin 10UC-440 15.6"" 144 Hz IPS Intel Core i5-10500H GeForce RTX 3050 Laptop GPU 8GB Memory 256 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",Unknown,False,1
"Acer Nitro 5 AN515-58-78BT 15.6"" 165 Hz IPS Intel Core i7-12650H GeForce RTX 4060 Laptop GPU 16 GB DDR5 Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Unknown,False,1
"Lenovo V15 G3 Laptop, 15.6"" FHD Display, Intel Core i7-1255U Upto 4.7GHz, 24GB RAM, 1TB SSD, Windows 11 Pro",Unknown,False,1
"Lenovo ThinkBook 16 G6 Laptop, 16"" FHD+ Display, Intel Core i7-1355U Upto 5GHz, 32GB RAM, 2TB SSD, Backlit keys, Fingerprint Reader, Windows 11 Pro",Unknown,True,1
"HP 17 Business Laptop, 17.3"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 32GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Backlit Keyboard Windows 11 Pro/Lone Star Computer Mouse Pad",Unknown,False,1
"ASUS Vivobook 16 16"" WUXGA Laptop - Intel Core 7 150U - Intel Graphics - 16GB Memory - 1TB SSD - Indie Black",Unknown,False,1
"Used - Like New ASUS TUF Gaming A17 (2023) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707NU-DS74",Unknown,False,1
"HP 15 Laptop, 15.6"" HD Touch Display, Intel Core i3-1215U Upto 4.4GHz, 8GB RAM, 256GB SSD, Backlit keys, Windows 11 Home",Unknown,False,1
"Lenovo ThinkPad E16 Laptop, 16"" FHD+ Display, AMD Ryzen 7 7730U Upto 4.5GHz, 24GB RAM, 1TB SSD, Backlit keys, Windows 11 Pro",Unknown,False,1
"Lenovo V15 G4 Laptop, 15.6"" FHD Display, Intel Core i5-13420H Upto 4.6GHz, 16GB RAM, 512GB SSD, Windows 11 Pro",Unknown,False,1
"12th Gen Intel Core i5-1235U Processor,32GB DDR4, 512GB SSD,Dell Inspiron 3520 15.6"" Full HD Laptop,Intel Iris Xe Graphics, Wifi,Bluetooth,HDMI,Windows 11 Pro",Unknown,False,1
"Lenovo IdeaPad Slim 3 Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U Upto 4.5GHz, 16GB RAM, 1TB SSD, Windows 11 Pro",Unknown,False,1
HP Victus 15.6 inch FHD IPS 144Hz Gaming Laptop AMD Ryzen 5-8645HS NVIDIA GeForce RTX 4050 8GB DDR5 512GB SSD Mica Silver (2024),Unknown,False,1
"Lenovo IdeaPad 1i Business&Home Laptop, 15.6"" FHD Touch Display, Intel Core i3-1215U Upto 4.1GHz, 12GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro/XTREDURA Flash Drive",Unknown,False,1
"ASUS Vivobook 15.6 Touch PC Laptop, Intel Core i7-1255U, 16GB, 512GB, Win 11 Home, F1502ZA-WH74
Notebook PC",Unknown,False,1
"ASUS Vivobook 17X Laptop, 17.3” FHD Display, Intel Core i9-13900H CPU, 16GB RAM, 1TB SSD, Windows 11 Home, Transparent Silver, K3704VA-DH96-S",Unknown,False,1
"HP 15.6"" Full HD (1920x1080) TouchScreen Laptop,12th Generation Intel Core i7-1255U 10-Core Processor,32GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI, Windows 11 Pro",Unknown,False,1
"HP 255 G9 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5625U Upto 4.3GHz, 32GB RAM, 1TB SSD, Windows 11 Pro",Unknown,False,2
"Lenovo IdeaPad Slim 3 Laptop, 15.6"" FHD Display, Intel Core i7-13620H Upto 4.9GHz, 16GB RAM, 2TB SSD, Windows 11 Pro",Unknown,False,2
"Lenovo ThinkPad E16 Gen 1 Intel Laptop, 16"" IPS  60Hz, i7-1355U,  Iris Xe, 16GB, 512GB, Win 11 Pro, One YR Onsite Warranty",Unknown,False,2
"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,32GB DDR4 RAM,1TB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",Unknown,False,2
"HP 15 Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 32GB RAM, 1TB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro",Unknown,False,2
"HP 250 G9 Laptop, 15.6"" FHD Display, Intel Core i5-1235U Upto 4.4GHz, 32GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",Unknown,False,2
"2023 ASUS Vivobook 17 Laptop, 17.3” HD+ Display, Intel Core PENTIUM 8505 CPU, Intel UHD Graphics, 8GB RAM, 256GB SSD, Windows 11 Home, Quiet Blue, F1704ZA-DS24",Unknown,False,2
"Refurbished HP Notebooks ENVY Intel Core i7-1355U 32GB Memory 1 TB PCIe SSD GeForce RTX 3050 Laptop GPU 17.3"" Touchscreen Windows 11 Home 64-bit 17-cr1025cl",Unknown,False,2
Lenovo LOQ 15IRH8 82XV00LFUS 15.6'' 144 Hz IPS Intel Core i5-13420H GeForce RTX 4050 Laptop GPU 8GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,Unknown,False,2
"HP Laptop for Students and Business, 17.3"" FHD IPS Display, 12th Gen Intel Core i3-1215U (Up to 4.40 GHz), 64GB RAM, 2TB PCIe SSD, Webcam, Keypad, USB-C, Bluetooth, HDMI, Mytrix HDMI Cable, Win 11 Pro",Unknown,False,2
"HP 15 Laptop, 15.6"" HD Touch Display, Intel Core i3-1215U Upto 4.4GHz, 8GB RAM, 256GB SSD, Backlit keys, Windows 11 Home",Unknown,False,2
"Hasee Kingbook X55A1 (15.6'', i5 10th gen, Aluminum), Thin Laptop Computer, Intel i5-1035G4 3.7GHz, 8G DDR4 RAM, 512G NVME SSD, 15.6'' FHD 72% NTSC IPS Display, Backlit Keyboard, Win 10, Star Sliver",Unknown,False,2
"HP Pavilion 14"" 2-in-1 Laptop, Full HD Touchscreen, Intel Quad Core i5-1135G7, 32GB DDR4 RAM, 1TB SSD, Intel Iris Xe Graphics, B&O Audio, Fingerprint, Warm Gold Windows 11 Pro 1 TB 32GB",Unknown,True,2
"Dell Inspiron 15.6"" Full HD TouchScreen Laptop,10th Gen Intel Core i5-1035G1,8GB DDR4,256GB SSD,Intel UHD Graphics,Wifi-AC,Bluetooth,HDMI, USB, Windows 10 Pro",Unknown,False,2
"Lenovo Laptop IdeaPad Slim 5 AMD Ryzen 7 PRO 7730U 16GB Memory 512 GB NVMe SSD AMD Radeon Graphics 16"" Touchscreen Windows 11 Home 64-bit 82XG0019US",Unknown,False,2
"Lenovo ThinkPad P15v Gen 3 Intel Laptop, 15.6"" FHD IPS  LED ,12th Generation Intel Core i7-12800H vPro, RTX A2000 Laptop GPU 4GB GDDR6,16GB, 512GB SSD,Win 11 Pro",Unknown,False,2
"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,16GB DDR4 RAM,1TB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",Unknown,False,2
"ASUS VivoBook 17 17.3"" FHD High Performance Laptop | Intel Core i3-1220P Processor | 16GB DDR4 RAM | 1024GB SSD | Intel UHD Graphics |Fingerprint Reader| Windows 11 Home|with Wireless Mouse Bundle",Unknown,True,2
"New MSI Delta 15.6"" FHD Laptop | Ryzen R7-5800H Processor | AMD Radeon RX 6700M Graphics | 16GB Memory | 1TB SSD | Backlit Keyboard | Black | Bundle with Mouse Pad",Unknown,False,2
"Lenovo V15 G3 Laptop, 15.6"" FHD Display, Intel Core i7-1255U Upto 4.7GHz, 24GB RAM, 1TB SSD, Windows 11 Pro",Unknown,False,2
"HP Flagship 17.3"" HD+ Business Laptop, 11th Gen Intel i3-1115G4(> i5-1035G7), 32GB DDR4 RAM, 1TB SSD, Fast Charge, Bluetooth, WiFi 5, Webcam, W/HDMI, Windows 11 S 1 TB 32GB",Unknown,False,2
"HP Laptop for Students and Business, 15.6"" Micro Edge Touchscreen Display, 12th Gen Core i3-1215U, 16GB RAM, 1TB PCIe SSD, Webcam, Keypad, SD Card Reader, USB-C, Fast Charge, Mytrix HDMI, Win 11 Pro",Unknown,False,2
"Lenovo ThinkPad E16 Gen 1 Laptop, 16"" FHD+ Display, AMD Ryzen 5 7430U Upto 4.3GHz, 16GB RAM, 2TB SSD, Windows 11 Pro",Unknown,False,2
"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,32GB DDR4 RAM,512GB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",Unknown,False,2
"HP 15 Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home (6M0Z7UA)",Unknown,False,2
"HP 17 Laptop, 17.3"" HD+ Touch Display, Intel Core i5-1335U Upto 4.6GHz, 16GB RAM, 1TB SSD, Backlit keys, Fingerprint Reader, Windows 11 Pro",Unknown,True,2
